Name,Age,Date,Monthly_Family_Income,Option_Selected,Experience,Unknown_feature,City,Country,Work_Authorization,Gender,Contact_number,Email,Marital_Status,Employment_type,Applied_role,Skill_1,Skill_2,Rating,Applied_company
Alison Clark,42,05-12-25,147196,A,Yes,1,Johnsonberg,Tuvalu,1,M,+14712199852x0790,not_provided,married,employed,Commercial/residential surveyor,Excel,Unknown,5,Moore-Mcguire
Paige Harrison,42,05-12-25,77651,A,Yes,3,Mooreport,Montserrat,1,M,+14269046244x050,not_provided,single,freelancer,"Scientist, research (physical sciences)",Unknown,Unknown,4,Williams-Watson
Tiffany Alexander,27,05-12-25,10948,B,Yes,1,Princeberg,Belgium,0,M,+16191574476x590,not_provided,single,employed,Bonds trader,Excel,R,3,Unknown
Natalie Martin,19,05-12-25,112922,C,No,4,East Kevin,Turkey,0,Other,19223019266,not_provided,married,freelancer,Government social research officer,SQL,R,3,"Gonzalez, Hendrix and Jones"
Thomas Henry,42,05-12-25,73264,C,No,2,South Michael,Nigeria,1,Other,14426322241,not_provided,married,freelancer,Wellsite geologist,Unknown,Unknown,2,Unknown
Sheri Patel,42,05-12-25,34442,C,Yes,2,Debbiefort,Uzbekistan,1,Other,+19793813441x388,hfuller@paul.com,single,freelancer,Advertising art director,SQL,Unknown,5,Unknown
Robert Grant,38,05-12-25,143001,A,Yes,2,Port Ashley,Cuba,1,M,+16654581616x86765,not_provided,married,employed,"Designer, fashion/clothing",Unknown,Unknown,3,"Walker, Hutchinson and Wells"
Jill Nguyen,42,05-12-25,19692,C,Yes,2,Kaylafurt,Honduras,1,Other,13825541378,not_provided,single,employed,"Nurse, children's",Python,R,5,Wallace-Smith
Desiree Pena,42,05-12-25,142704,C,Yes,1,East Rickeyville,Malawi,0,M,+13563740944x273,weaton@simpson.com,married,freelancer,Chartered management accountant,Unknown,Tableau,8,"Newton, Flowers and Reid"
Jacob Moore,29,05-12-25,147530,C,No,4,Simsburgh,Belize,0,Other,11817091940,not_provided,single,employed,Technical sales engineer,Unknown,Unknown,5,Unknown
Christopher Kelly,18,05-12-25,132113,UNKNOWN,No,2,East Christopherview,South Africa,1,F,11918576631,xbrown@patel.com,married,unemployed,"Psychologist, forensic",Unknown,Unknown,8,Unknown
Zachary Fleming,42,05-12-25,22914,B,Yes,1,Baxterland,Tunisia,0,F,+10614160814x63746,not_provided,married,employed,Tourism officer,Excel,PowerBI,3,Unknown
Jeremiah Rodriguez,42,05-12-25,111766,B,Yes,2,Michaelport,Western Sahara,1,Other,+12304061617x970,not_provided,single,unemployed,Seismic interpreter,Excel,Unknown,10,Unknown
Tyler Rodriguez,42,05-12-25,27283,B,No,4,Port Joshuashire,Saint Lucia,0,M,+13247042819x587,eric79@hotmail.com,married,employed,Solicitor,Python,Tableau,5,Unknown
Robert Meadows,53,05-12-25,74046,B,No,4,Port Rachelland,Germany,1,Other,18038829844,not_provided,single,employed,"Research officer, political party",Unknown,PowerBI,2,Morrow-Miranda
Stephanie Gill,42,05-12-25,94458,UNKNOWN,Yes,4,Lake Mark,Oman,0,Other,19439610137,not_provided,married,employed,Interpreter,SQL,Tableau,3,Unknown
Susan Thomas,43,05-12-25,29106,B,No,3,Chandlermouth,United States Minor Outlying Islands,1,M,+19155646302x872,not_provided,married,employed,Product/process development scientist,SQL,R,1,Unknown
Emily Adams,51,05-12-25,127498,B,No,4,Millerside,Bosnia and Herzegovina,0,F,+12799212729x28904,not_provided,single,freelancer,Prison officer,SQL,R,7,Unknown
Joshua Cardenas MD,42,05-12-25,16070,C,Yes,1,Scottton,Saint Lucia,1,Other,+13386352378x13487,not_provided,married,employed,"Psychologist, educational",Unknown,R,10,Unknown
Andrew Gutierrez,42,05-12-25,28324,A,No,3,North Joelberg,Heard Island and McDonald Islands,0,M,+17633762827x1271,not_provided,married,employed,Chartered loss adjuster,Python,Tableau,1,Griffith and Sons
Barbara Blair,42,05-12-25,127914,C,No,1,Higginshaven,Uganda,0,F,+18624956343x4708,not_provided,married,freelancer,"Psychologist, occupational",Unknown,R,1,Unknown
Kyle Williams,42,05-12-25,43960,A,No,2,Helenmouth,Burundi,1,Other,+17835798408x7009,not_provided,married,freelancer,Broadcast journalist,Unknown,PowerBI,7,Unknown
Gregory Kennedy,42,05-12-25,134233,B,No,1,New Katie,Tanzania,1,M,+15085633342x348,jackwood@yahoo.com,single,unemployed,Corporate treasurer,SQL,Unknown,4,Unknown
Tony Ortiz,61,05-12-25,32805,C,No,1,Lake Kennethport,Montenegro,1,F,13359887147,not_provided,single,unemployed,Web designer,Python,Unknown,10,Unknown
Ryan Brady,39,05-12-25,90174,C,No,1,Cartermouth,Croatia,0,Other,11526493724,xcarr@hotmail.com,single,freelancer,Hospital doctor,Unknown,Unknown,1,Richard Group
Veronica Mcgrath,42,05-12-25,30195,C,Yes,2,Cynthiaborough,Aruba,0,M,16331157710,not_provided,married,freelancer,Audiological scientist,Unknown,Unknown,6,Unknown
Jennifer Lopez,42,05-12-25,116677,B,Yes,4,Kaylafurt,Argentina,1,F,11481901682,not_provided,married,unemployed,Press photographer,Unknown,Unknown,10,Unknown
Roger Scott PhD,29,05-12-25,114117,B,No,2,Donaldbury,Botswana,1,F,14149865794,not_provided,married,freelancer,Higher education careers adviser,SQL,Tableau,2,Unknown
Mallory Beck,42,05-12-25,99562,UNKNOWN,Yes,1,Haleymouth,Timor-Leste,0,F,+12028967714x1018,jason54@wang.com,married,employed,"Engineer, biomedical",Excel,Tableau,0,Unknown
Kimberly Moore,42,05-12-25,128598,A,No,3,Lake Michael,Marshall Islands,0,F,+17118499628x31692,not_provided,married,employed,Research scientist (maths),Python,PowerBI,1,Unknown
Jessica Johnston,42,05-12-25,81224,A,No,4,Jennifershire,Guatemala,1,Other,+15763346981x22016,not_provided,single,unemployed,"Engineer, chemical",Excel,Unknown,0,Hayes Group
Scott Jenkins,42,05-12-25,114350,C,Yes,4,East Kristy,Canada,1,Other,+18435532996x799,not_provided,single,employed,Chartered loss adjuster,SQL,R,3,"Chang, Haas and Patel"
Gary White,53,05-12-25,35948,A,No,2,New Jenniferburgh,Kyrgyz Republic,1,Other,15631220456,not_provided,married,employed,Industrial/product designer,SQL,R,5,Unknown
Catherine Espinoza,25,05-12-25,6726,A,No,3,Port Dana,French Polynesia,0,M,+10338853600x8515,alexawilliamson@gmail.com,single,freelancer,Medical laboratory scientific officer,Python,Unknown,5,Unknown
Jacob Hart,42,05-12-25,27224,C,No,4,New Beverly,New Zealand,0,F,+11081849293x49466,bcervantes@howell-williams.com,single,employed,Electronics engineer,SQL,Unknown,0,Unknown
Lisa Moore,42,05-12-25,114918,UNKNOWN,No,3,Quinnland,French Southern Territories,1,Other,11692211940,wwalker@pierce.com,married,freelancer,Research scientist (physical sciences),Unknown,Tableau,6,Young-Griffin
Cindy Miller,59,05-12-25,120905,C,Yes,2,Branchland,Cayman Islands,1,M,+15025636993x8409,harpershawn@gmail.com,married,employed,Psychotherapist,SQL,Unknown,8,Gonzales Inc
Drew Tyler,31,05-12-25,141665,C,No,1,Reginamouth,Congo,1,F,148072996,not_provided,single,unemployed,Marine scientist,Python,Unknown,8,Unknown
Kathleen Anderson,42,05-12-25,66299,C,Yes,3,Andrewport,Ukraine,0,F,+14586426897x73563,not_provided,married,employed,Insurance account manager,Python,Unknown,9,Unknown
Michelle Christensen,42,05-12-25,108489,B,Yes,4,South Gabrielport,Venezuela,0,M,18457417513,not_provided,married,unemployed,Building control surveyor,SQL,Tableau,8,Unknown
Dana Cross,42,05-12-25,139528,C,Yes,1,Martinfort,Puerto Rico,0,Other,+13355196851x5149,not_provided,single,unemployed,"Production assistant, radio",Unknown,R,1,Unknown
Mary Cohen,42,05-12-25,84996,B,No,2,New Judymouth,Svalbard & Jan Mayen Islands,1,M,+12648905920x332,zhughes@yahoo.com,married,employed,"Loss adjuster, chartered",Excel,Unknown,7,Unknown
Matthew Bell,42,05-12-25,103908,A,Yes,2,East Sharishire,Sierra Leone,0,M,+13603874686x1327,not_provided,single,freelancer,"Engineer, drilling",Unknown,Tableau,5,Unknown
James Wilson,42,05-12-25,66032,UNKNOWN,No,3,New Mark,Anguilla,1,F,+15235033499x99918,not_provided,married,employed,Archaeologist,SQL,PowerBI,9,Unknown
Marc Jones,42,05-12-25,27322,A,No,3,Lake Matthew,Jamaica,1,Other,+12452025716x118,not_provided,married,employed,Glass blower/designer,Unknown,PowerBI,1,Unknown
Debra Lopez,42,05-12-25,20443,C,No,1,Whiteton,Malta,1,Other,+12845614105x8826,not_provided,single,freelancer,Human resources officer,SQL,Unknown,5,"Smith, Ruiz and Mueller"
Laurie Snyder,48,05-12-25,9881,B,Yes,2,Lake Crystal,Austria,1,F,13518820345,not_provided,married,freelancer,Ceramics designer,Unknown,Unknown,7,Unknown
Ethan Patterson,42,05-12-25,28518,UNKNOWN,Yes,2,Tuckerberg,Tajikistan,0,Other,16961244471,nicholegray@munoz.com,married,freelancer,TEFL teacher,Python,Unknown,4,Unknown
James Smith,42,05-12-25,25322,B,Yes,3,South Randallmouth,Hungary,1,M,+10496294421x3365,not_provided,married,freelancer,"Engineer, energy",Python,Unknown,2,Unknown
Steven Jones,18,05-12-25,55591,C,Yes,2,Keithberg,Italy,1,Other,+16935331796x71615,not_provided,single,unemployed,Metallurgist,Excel,Unknown,10,"Taylor, Lopez and Rocha"
Mr. Carlos Black Jr.,42,05-12-25,123994,A,Yes,1,West Jeffrey,Papua New Guinea,1,Other,10851011947,not_provided,married,freelancer,Arts administrator,Excel,Unknown,7,Downs-George
Travis Adams,65,05-12-25,70531,A,No,3,Steeleberg,Taiwan,1,M,+11725943042x6871,not_provided,single,employed,Music tutor,Unknown,Unknown,0,Unknown
Leslie Davis,42,05-12-25,115364,B,No,4,Lake Shelbyview,Anguilla,0,F,10024720635,justin30@cox.org,single,employed,Media buyer,SQL,R,9,"Gomez, Robertson and Nichols"
Donald Howell,42,05-12-25,83546,UNKNOWN,No,2,Lopezton,Malaysia,1,M,+15473236104x92693,elizabeth63@gmail.com,single,unemployed,Clinical research associate,Excel,Tableau,3,"Richard, Miller and Arnold"
Christopher Mckinney,42,05-12-25,99348,A,Yes,2,Greenfurt,Nepal,0,Other,16401285867,nberry@gmail.com,married,freelancer,Furniture conservator/restorer,SQL,R,8,Unknown
Katherine Soto,33,05-12-25,145369,B,No,3,Claymouth,Syrian Arab Republic,0,M,14313278874,not_provided,single,unemployed,Clothing/textile technologist,Unknown,Unknown,7,Unknown
Douglas Long,64,05-12-25,22006,C,Yes,4,Ramirezland,Timor-Leste,0,M,+18147586923x313,not_provided,married,unemployed,Plant breeder/geneticist,Python,R,8,Unknown
Helen Tapia,42,05-12-25,110105,A,No,2,North Brian,Uzbekistan,0,M,15149423035,pittsmalik@arias.com,single,unemployed,Occupational therapist,Python,Unknown,6,Unknown
Kenneth Klein,42,05-12-25,135427,C,Yes,4,West Helenport,British Virgin Islands,1,F,+15415455304x610,not_provided,married,freelancer,Translator,Excel,R,1,Morris-Cooper
Vernon Price,42,05-12-25,77463,A,Yes,1,Torresland,Sierra Leone,1,Other,10583420979,barberjohn@thompson.biz,married,freelancer,Architectural technologist,SQL,R,4,White Ltd
Anthony Turner,50,05-12-25,60017,B,No,2,West Jesus,Korea,0,F,+11197343925x02473,not_provided,single,freelancer,Broadcast engineer,SQL,Unknown,6,Unknown
Mary Turner,42,05-12-25,41424,C,Yes,3,East Mary,Macao,1,M,+10202734904x80006,not_provided,single,freelancer,Public relations officer,SQL,Unknown,6,Unknown
Ronald Tyler,42,05-12-25,11092,A,No,2,Port Brandonstad,Indonesia,0,Other,+10241123222x076,not_provided,married,freelancer,Physiotherapist,SQL,Unknown,1,Unknown
Hector Wolfe,42,05-12-25,123367,B,Yes,2,Angelaberg,Uganda,1,F,18963583687,zjohnson@wiggins-williams.com,single,employed,Television camera operator,Unknown,PowerBI,2,Unknown
David Garcia,25,05-12-25,23025,UNKNOWN,No,2,Lindsaytown,Bulgaria,0,Other,+19419627018x4408,not_provided,married,unemployed,"Copywriter, advertising",Unknown,Unknown,4,Unknown
Kara Mccormick,42,05-12-25,6951,C,No,1,Wendyview,France,0,F,13739842605,vcollins@moore-booth.com,married,employed,"Psychologist, clinical",Unknown,Unknown,7,Unknown
Matthew Lucas,42,05-12-25,16446,A,No,3,Michaelmouth,Wallis and Futuna,0,M,+11835627580x62662,not_provided,married,employed,Public house manager,Unknown,Unknown,1,Delacruz Ltd
Melissa Spears,22,05-12-25,90462,UNKNOWN,No,2,New Lisastad,Switzerland,1,F,+16195657709x4642,not_provided,single,unemployed,"Loss adjuster, chartered",Excel,PowerBI,10,Unknown
Austin Jackson,42,05-12-25,109685,A,Yes,1,Brentstad,Serbia,1,Other,16350088462,kimthompson@yahoo.com,married,freelancer,Materials engineer,Unknown,Unknown,7,Unknown
Paul Shelton,38,05-12-25,62696,B,Yes,1,South Leonard,Papua New Guinea,1,M,not_provided,stacey07@robinson.biz,married,unemployed,"Administrator, education",Python,Unknown,7,Unknown
Jonathan Collins,42,05-12-25,29836,C,Yes,3,Goodmantown,Hong Kong,0,Other,+19042256082x40036,maryjackson@wilkinson.com,married,employed,Psychiatrist,Excel,R,0,Unknown
Timothy Vasquez,42,05-12-25,65928,B,Yes,3,Mcgeemouth,Liberia,1,F,+13536466772x3349,rvang@gmail.com,single,freelancer,Secretary/administrator,SQL,Unknown,3,Unknown
Jennifer Walters,42,05-12-25,80616,A,No,3,North Amy,Israel,0,Other,+18626479284x129,clarkelizabeth@yahoo.com,married,freelancer,Archivist,Excel,Tableau,10,Unknown
Joseph Rhodes MD,64,05-12-25,141700,C,No,4,Yangbury,Saint Barthelemy,1,M,+14035344448x8010,not_provided,single,unemployed,Environmental consultant,Excel,Tableau,3,Unknown
Kelly Baker,23,05-12-25,58575,A,Yes,1,East Monica,Hungary,0,F,19551002842,not_provided,married,unemployed,Lawyer,SQL,Unknown,2,Unknown
Todd Carrillo,42,05-12-25,102817,UNKNOWN,No,3,Alexanderfurt,Antarctica (the territory South of 60 deg S),1,F,+12464502508x42081,daniel14@gmail.com,single,unemployed,Medical physicist,Unknown,Tableau,3,Pennington-Scott
David Salinas,42,05-12-25,26062,A,No,4,New Eric,Macedonia,0,Other,+16590033590x210,not_provided,single,freelancer,"Accountant, chartered",Unknown,Unknown,9,Taylor LLC
Joseph Dunlap,42,05-12-25,80586,UNKNOWN,No,2,Port Christyland,Congo,0,F,10326463961,not_provided,married,unemployed,Administrator,Unknown,Tableau,8,Unknown
Larry Howell,51,05-12-25,74687,C,No,3,Port Hannah,Mauritania,1,Other,19699312288,not_provided,single,freelancer,Administrator,SQL,R,10,Haley-Mathis
Valerie Walker,42,05-12-25,54266,A,No,1,Port Billyshire,Guatemala,1,M,19864852451,not_provided,single,employed,"Engineer, structural",SQL,Unknown,7,Pierce-Fox
Richard Clark,42,05-12-25,119547,A,No,3,Petersonbury,Estonia,1,Other,+19290448006x6358,gilbertjared@wheeler-holland.com,single,employed,Rural practice surveyor,Python,Unknown,3,Unknown
David Nixon,42,05-12-25,32940,UNKNOWN,Yes,4,New Michaelland,Central African Republic,0,Other,16460653920,victor14@yahoo.com,married,unemployed,Financial adviser,Unknown,Unknown,2,Unknown
Jose Phillips,42,05-12-25,36143,A,Yes,4,Angelaland,Falkland Islands (Malvinas),1,Other,+12532877073x744,iharding@dillon-woods.com,married,employed,Air traffic controller,Unknown,Unknown,4,Unknown
Raymond Clark,42,05-12-25,37829,B,No,1,Donaldchester,Greenland,0,M,17893050208,not_provided,single,freelancer,Network engineer,Unknown,Unknown,8,Riddle-Miller
Casey Smith,42,05-12-25,37529,A,Yes,2,Carriestad,French Polynesia,0,M,14710495541,not_provided,married,freelancer,"Accountant, chartered public finance",Excel,PowerBI,2,Unknown
Jordan Phillips,42,05-12-25,133566,C,No,3,Lake Lucasfurt,Singapore,0,M,19797483236,not_provided,single,unemployed,"Psychologist, educational",Excel,Tableau,2,Johnson LLC
Robert Miller,31,05-12-25,99126,B,No,4,Mercedesfort,Malta,0,M,16674908730,not_provided,married,freelancer,Animal nutritionist,Unknown,Tableau,6,Lowe Group
Theodore Henson,42,05-12-25,42550,B,No,1,Stoneberg,Tajikistan,0,F,not_provided,not_provided,single,freelancer,"Conservation officer, nature",Unknown,Unknown,2,Luna Ltd
Willie Mcintyre,42,05-12-25,69880,B,Yes,1,New Jacob,Guinea-Bissau,1,F,10487745256,not_provided,single,freelancer,Dramatherapist,Excel,R,5,"Young, Zimmerman and Barron"
Michael Martin,42,05-12-25,77305,UNKNOWN,Yes,1,Philipton,Niue,0,Other,+18243075623x0767,not_provided,single,freelancer,Geochemist,Unknown,R,1,Unknown
Benjamin Williams,42,05-12-25,111291,A,No,2,East Brandonborough,Russian Federation,1,M,10977053893,not_provided,single,unemployed,"Runner, broadcasting/film/video",Unknown,Unknown,0,Unknown
Nicholas Navarro,46,05-12-25,50826,B,No,2,West Robert,Puerto Rico,1,M,+14633766770x907,not_provided,single,unemployed,Games developer,SQL,R,1,Wood-Vance
Melissa Elliott,61,05-12-25,35897,B,Yes,4,Hillville,Hungary,0,Other,11919510645,meredith19@clark.com,single,unemployed,Planning and development surveyor,Unknown,Tableau,4,Unknown
Tommy Hoffman,50,05-12-25,132996,A,No,1,Scottport,Mongolia,0,Other,+10710947722x9730,not_provided,married,employed,"Buyer, retail",Excel,R,2,Daniels Inc
Samantha Waters,42,05-12-25,138657,UNKNOWN,Yes,3,South Paulshire,Vanuatu,1,Other,19800554053,not_provided,single,freelancer,"Psychotherapist, dance movement",Unknown,Tableau,5,Unknown
Derek Santos,42,05-12-25,57952,A,No,1,South Austin,Liberia,0,F,17796647217,not_provided,married,unemployed,Field seismologist,Python,R,7,Unknown
John Guerrero,63,05-12-25,114839,B,No,1,East Janetside,American Samoa,0,M,13914877572,not_provided,married,freelancer,"Psychotherapist, child",Excel,Unknown,0,Unknown
Toni Cummings,42,05-12-25,144583,C,Yes,2,Noahport,Marshall Islands,1,F,12957207158,not_provided,single,employed,"Nurse, mental health",Unknown,R,3,Unknown
Patricia Jordan,18,05-12-25,7322,B,No,1,North Heather,Estonia,0,Other,12759394170,norrisbrenda@gmail.com,single,freelancer,Retail buyer,Unknown,PowerBI,2,Unknown
Christopher Richards,42,05-12-25,40025,UNKNOWN,No,3,Melissatown,Ecuador,1,M,16026410319,not_provided,single,freelancer,Diagnostic radiographer,SQL,R,2,Lopez PLC
Craig Frey,42,05-12-25,105134,B,Yes,1,West Josephbury,Bahrain,0,M,+12203646206x9818,harmonjoshua@howard.net,single,freelancer,"Engineer, water",SQL,Unknown,10,Clay PLC
Marilyn Simpson,42,05-12-25,8090,B,Yes,4,South Pattyfurt,Antigua and Barbuda,1,M,16324418264,ahernandez@gmail.com,single,unemployed,"Pharmacist, hospital",SQL,PowerBI,4,Unknown
Daniel Elliott,42,05-12-25,96327,B,Yes,4,Levyfort,Paraguay,0,Other,+14974929433x235,not_provided,single,employed,Contracting civil engineer,SQL,Tableau,5,Unknown
Gary Fleming,42,05-12-25,34665,UNKNOWN,Yes,2,Transtad,Tonga,1,Other,16524578420,nicolecharles@harrison.com,married,freelancer,Ambulance person,Python,R,7,Fisher-Roberts
Nicole Rodriguez,42,05-12-25,92415,C,No,4,South Katherineville,Saudi Arabia,1,M,+12901272718x012,not_provided,married,freelancer,Insurance claims handler,Unknown,Tableau,6,Unknown
Jeffrey Jimenez,42,05-12-25,62497,B,No,3,North Angelaview,China,1,F,14442947918,anna97@harding.biz,married,freelancer,"Engineer, mining",Unknown,Tableau,1,Unknown
Patrick Johnson,42,05-12-25,48207,A,No,1,New Kevinfurt,Wallis and Futuna,0,F,14634950754,not_provided,single,employed,Commercial art gallery manager,Excel,R,9,Wilson Ltd
Eric Jordan,54,05-12-25,131827,A,Yes,3,Elizabethview,Palestinian Territory,1,Other,11053300417,clayton23@kelly.info,single,freelancer,Claims inspector/assessor,Unknown,Unknown,3,Adkins-Porter
Tyler Yu,42,05-12-25,41817,B,Yes,4,Murphyborough,Romania,1,Other,+13014420104x5036,not_provided,single,employed,"Surveyor, building",Unknown,Tableau,7,Rodriguez-Leon
David Ross,64,05-12-25,57290,UNKNOWN,No,1,Christiantown,Tunisia,1,Other,not_provided,not_provided,married,unemployed,Hospital doctor,Unknown,PowerBI,4,"Stevens, Drake and Harrell"
Jaime Hughes,31,05-12-25,51165,B,No,1,East Madison,Azerbaijan,1,M,+12708072877x6353,markvaldez@everett.com,single,unemployed,Interior and spatial designer,Unknown,Unknown,3,Unknown
Kelsey Owen,42,05-12-25,57051,B,No,4,Maryland,Kenya,0,Other,15070253838,not_provided,married,employed,Office manager,SQL,Unknown,2,"Singh, Price and Watson"
Donna Harper,38,05-12-25,5963,C,No,4,Nancyland,Georgia,0,M,+18451872396x8511,rachelhughes@perez.com,single,unemployed,"Nurse, adult",SQL,Unknown,8,Unknown
Nicholas Evans,42,05-12-25,93034,B,No,4,East Tinaburgh,Tunisia,1,Other,+12573744672x568,fdiaz@gmail.com,married,employed,Sales promotion account executive,Unknown,Unknown,4,Unknown
Lisa Nunez,42,05-12-25,31011,B,Yes,1,Port John,Guernsey,1,F,+18481701318x73279,not_provided,single,freelancer,Air broker,Unknown,Unknown,1,Unknown
Clarence Soto,42,05-12-25,80996,UNKNOWN,No,2,Fraziermouth,Guernsey,1,M,14791240433,not_provided,single,unemployed,Counselling psychologist,Unknown,PowerBI,5,"Blanchard, Hamilton and Ayala"
Jennifer Erickson,42,05-12-25,103210,A,No,3,East Josephfurt,French Guiana,0,Other,15791986575,not_provided,married,unemployed,Retail buyer,Excel,Unknown,0,Unknown
Sarah King,45,05-12-25,50538,UNKNOWN,No,1,Smithchester,Yemen,0,M,12303957866,caldwellbenjamin@frazier.com,single,unemployed,"Accountant, chartered certified",Unknown,PowerBI,10,Unknown
Phillip Garcia,52,05-12-25,39222,A,No,2,Dorisborough,British Indian Ocean Territory (Chagos Archipelago),0,F,+12704176989x2789,not_provided,married,unemployed,Occupational hygienist,SQL,Unknown,4,Unknown
Kayla Cisneros,41,05-12-25,10755,UNKNOWN,Yes,4,Stevenfort,United Arab Emirates,1,F,16850091948,not_provided,single,unemployed,Firefighter,Python,Unknown,2,Unknown
Lindsay Ryan,56,05-12-25,139150,C,No,3,Aguirreborough,Turkey,1,F,+19950057666x09645,twilliams@gmail.com,single,unemployed,Medical sales representative,SQL,PowerBI,2,"Brown, Martinez and Mathews"
Edwin Miller,42,05-12-25,86680,C,No,3,Stephensonberg,Antigua and Barbuda,0,M,+15895152886x17771,not_provided,married,employed,Corporate investment banker,Python,R,9,Unknown
Vincent Thompson Jr.,42,05-12-25,97514,C,Yes,4,West Michaeltown,Saudi Arabia,0,M,+14774361473x3200,not_provided,single,employed,Chartered loss adjuster,Unknown,R,9,Unknown
Noah King,42,05-12-25,52160,C,Yes,2,Port Mariah,Comoros,0,F,19489733098,cheryl89@hotmail.com,married,freelancer,Waste management officer,Python,Tableau,5,Unknown
Mackenzie Wilson,25,05-12-25,90688,UNKNOWN,No,3,East Ashleyborough,Saint Martin,1,Other,13636597001,nmeyers@meyers.net,single,employed,"Education officer, community",Python,Tableau,6,Unknown
Harold Burton,42,05-12-25,49653,C,No,4,Derrickberg,Uganda,1,F,+13036433633x61858,not_provided,married,freelancer,Fish farm manager,Unknown,Unknown,10,Unknown
Mrs. Sabrina Vaughn,42,05-12-25,86743,UNKNOWN,No,1,Millerland,Pakistan,1,F,19323192290,bishopshelby@yahoo.com,single,freelancer,Charity officer,Unknown,Unknown,8,Unknown
Tyler Wilson,35,05-12-25,123657,C,Yes,1,Mooreside,Trinidad and Tobago,1,Other,+11524000509x46336,not_provided,married,unemployed,Learning mentor,Unknown,Unknown,6,Unknown
Alyssa Rivas,39,05-12-25,30641,A,Yes,1,Heathershire,British Indian Ocean Territory (Chagos Archipelago),0,F,11286714443,not_provided,married,unemployed,Exercise physiologist,SQL,Unknown,4,Unknown
Bradley Chaney,42,05-12-25,18073,A,Yes,2,Mckenziemouth,Antarctica (the territory South of 60 deg S),1,M,12653918207,christopher88@gmail.com,married,unemployed,Museum/gallery conservator,Excel,Unknown,1,Costa Group
Tabitha Marquez,42,05-12-25,31556,A,Yes,4,Williamsmouth,New Caledonia,0,F,16824880091,walshcory@sanders-may.com,married,freelancer,Water quality scientist,Unknown,R,0,Unknown
Nathan Robertson,42,05-12-25,85038,A,No,3,Chanbury,Turkmenistan,1,F,17254018988,isaac71@jacobs.org,married,freelancer,"Engineer, petroleum",SQL,PowerBI,10,Torres-Roberson
Anna Hill,42,05-12-25,37233,UNKNOWN,No,4,Jeffreyfurt,Angola,1,Other,14367448788,dpatterson@parker.com,single,freelancer,Emergency planning/management officer,SQL,Unknown,10,Unknown
Angie Griffin,42,05-12-25,47626,B,No,3,Lake Todd,Antigua and Barbuda,1,Other,11029782394,mcculloughbrian@vazquez.com,married,employed,Personnel officer,SQL,R,9,Unknown
Darren Williams,42,05-12-25,36932,B,Yes,4,West Jamesville,France,0,F,+18374161101x702,not_provided,single,freelancer,Fast food restaurant manager,Unknown,Unknown,1,Phillips-White
Olivia Clark,42,05-12-25,33137,B,Yes,4,Herreraburgh,Belize,0,M,12880600977,not_provided,single,employed,Geophysicist/field seismologist,Unknown,Unknown,0,Unknown
Christie Nichols,37,05-12-25,97989,C,No,4,Brownberg,Gambia,1,Other,11572784098,jonespaul@bender.com,married,freelancer,Theatre stage manager,Unknown,Unknown,3,Dennis-Good
Joseph Espinoza,42,05-12-25,50743,C,No,2,Smithshire,India,1,Other,+18275813612x331,not_provided,married,freelancer,Statistician,Python,Unknown,1,Unknown
Nicholas Lee,42,05-12-25,52284,A,Yes,3,West Kathy,Sweden,0,Other,10503561998,not_provided,married,freelancer,Warden/ranger,Unknown,Unknown,1,Unknown
David Livingston,42,05-12-25,41142,B,No,4,Beckerchester,Chile,0,M,+14072085049x52429,not_provided,single,unemployed,Banker,Unknown,R,1,Unknown
Amber Griffin,54,05-12-25,136084,B,Yes,3,Houseport,French Guiana,1,M,19965408542,not_provided,single,unemployed,"Engineer, mining",Unknown,R,10,Unknown
Mariah Huynh,42,05-12-25,92697,A,No,2,West Josephport,Myanmar,0,M,+17881738640x25869,petersonwayne@nelson.biz,married,employed,Government social research officer,Unknown,Unknown,0,King-Wolf
Brianna Young,42,05-12-25,26127,B,No,2,Smithfurt,French Guiana,0,M,+18737276844x362,annalara@henry-cochran.net,single,unemployed,Materials engineer,Unknown,Tableau,10,"Lyons, Kent and West"
Ronald Richardson,42,05-12-25,25564,A,No,2,Barryborough,Pitcairn Islands,0,Other,14741615233,not_provided,married,employed,Travel agency manager,Python,Tableau,0,Unknown
Dr. Katherine Lloyd,42,05-12-25,10580,UNKNOWN,Yes,3,Catherinechester,Chile,0,F,+10399264873x5801,not_provided,single,employed,"Designer, blown glass/stained glass",Excel,R,9,Marsh-Aguirre
Lori Ruiz,49,05-12-25,16643,A,No,4,Jonathanville,Panama,0,F,+18008957677x2442,not_provided,single,freelancer,Metallurgist,Excel,Unknown,5,Unknown
Ronald Owens,42,05-12-25,141029,B,No,4,Grayview,New Zealand,1,F,+19771874086x8082,bryanmoran@yahoo.com,single,freelancer,"Psychotherapist, dance movement",Python,PowerBI,3,Unknown
Anthony Rocha,42,05-12-25,76898,C,Yes,4,Jamesside,Christmas Island,1,M,+17005910667x326,juan83@hotmail.com,single,freelancer,Surgeon,Unknown,R,4,Unknown
Cassidy Cummings,42,05-12-25,64756,A,Yes,3,Henryborough,Suriname,1,Other,12615195793,not_provided,single,employed,Trading standards officer,SQL,R,1,Unknown
Tammy Brown,42,05-12-25,103229,UNKNOWN,Yes,3,Diazfurt,Sudan,1,F,+15339920164x23448,not_provided,single,freelancer,Energy manager,SQL,Unknown,0,Unknown
